timestamp,unix_timestamp,relative_time,total_latency_ms,throughput
16:25:05,1778142305.1126618,2,0.0,0.0
16:25:07,1778142307.118798,4,288.0,0.0
16:25:09,1778142309.1219363,6,665.0,0.0
16:25:11,1778142311.1279237,8,665.0,12166.666666666668
16:25:13,1778142313.135135,10,2316.0,17641.8
16:25:15,1778142315.1391232,12,3099.0,21975.13333333333
16:25:17,1778142317.1539707,14,3099.0,29517.166666666668
16:25:19,1778142319.1580677,16,5937.0,37670.76666666667
16:25:21,1778142321.1628468,18,7724.0,42357.5
16:25:23,1778142323.1852167,20,7724.0,44739.36666666667
16:25:25,1778142325.1894243,22,6815.0,48719.76666666666
16:25:27,1778142327.2100687,24,8211.0,51872.1
16:25:29,1778142329.217424,26,8211.0,54055.46666666667
16:25:31,1778142331.2206655,28,7708.0,59728.433333333334
16:25:33,1778142333.2292972,30,7708.0,62589.4
16:25:35,1778142335.2326822,32,7708.0,66504.1
16:25:37,1778142337.2410088,34,7979.0,73946.06666666667
16:25:39,1778142339.2451055,36,7979.0,82847.36666666667
16:25:41,1778142341.249852,38,8576.0,87653.4
16:25:43,1778142343.2605853,40,8576.0,92920.9
16:25:45,1778142345.2775862,42,8576.0,95590.73333333334
16:25:47,1778142347.2816303,44,10715.0,100057.66666666667
16:25:49,1778142349.2890272,46,10715.0,106837.0
16:25:51,1778142351.304008,48,11960.0,113090.9
16:25:53,1778142353.312583,50,11960.0,116917.1
16:25:55,1778142355.3204594,52,11960.0,121111.3
16:25:57,1778142357.3311448,54,13261.0,127775.56666666667
16:25:59,1778142359.3350074,56,13261.0,134212.5
16:26:01,1778142361.3380003,58,12183.0,140339.56666666665
16:26:03,1778142363.3479218,60,12183.0,142855.7
16:26:05,1778142365.3567314,62,12183.0,145382.33333333334
16:26:07,1778142367.3717258,64,14618.0,148025.2
16:26:09,1778142369.3941965,66,14618.0,152116.03333333333
16:26:11,1778142371.4039786,68,16037.0,144640.73333333334
16:26:13,1778142373.4078999,70,16037.0,143873.1
16:26:15,1778142375.4167416,72,16037.0,143635.46666666667
16:26:17,1778142377.4244695,74,16116.0,142622.4
16:26:19,1778142379.431321,76,16116.0,141557.4
16:26:21,1778142381.4370272,78,17041.0,143655.5
16:26:23,1778142383.4398026,80,17041.0,144942.56666666668
16:26:25,1778142385.4445758,82,17041.0,144700.53333333333
16:26:27,1778142387.4498794,84,19126.0,147210.5
16:26:29,1778142389.455965,86,19126.0,151466.13333333333
16:26:31,1778142391.4683568,88,19228.0,152994.06666666665
16:26:33,1778142393.473781,90,19228.0,153475.26666666666
16:26:35,1778142395.4789002,92,19272.0,153536.43333333332
16:26:37,1778142397.4866912,94,20363.0,150261.23333333334
16:26:39,1778142399.4907851,96,20363.0,147304.5
16:26:41,1778142401.5071871,98,20658.0,146832.46666666667
16:26:43,1778142403.5114968,100,20658.0,145231.63333333333
16:26:45,1778142405.51493,102,20658.0,146245.5
16:26:47,1778142407.5307896,104,22373.0,145115.7
16:26:49,1778142409.533664,106,22373.0,144162.26666666666
16:26:51,1778142411.5380821,108,21941.0,142538.26666666666
16:26:53,1778142413.5424194,110,21941.0,141981.03333333333
16:26:55,1778142415.5540736,112,21941.0,140258.4
16:26:57,1778142417.5607085,114,21899.0,139881.2
16:26:59,1778142419.5733376,116,21899.0,140246.86666666667
16:27:01,1778142421.5891883,118,23781.0,139434.5
16:27:03,1778142423.5935912,120,23781.0,139299.86666666667
16:27:05,1778142425.6078,122,23781.0,139299.86666666667
16:27:07,1778142427.6129198,124,26883.0,144075.16666666666
16:27:09,1778142429.6158588,126,26883.0,143005.93333333335
16:27:11,1778142431.6268156,128,26948.0,146663.83333333334
16:27:13,1778142433.6358104,130,26948.0,145476.8333333333
16:27:15,1778142435.63882,132,26948.0,145476.8333333333
16:27:17,1778142437.6464472,134,28678.0,143043.26666666666
16:27:19,1778142439.651836,136,28678.0,143810.69999999998
16:27:21,1778142441.6633606,138,29342.0,141226.73333333334
16:27:23,1778142443.6704023,140,29342.0,141982.9
16:27:25,1778142445.6802404,142,29342.0,141982.9
16:27:27,1778142447.6861343,144,29116.0,140831.03333333333
16:27:29,1778142449.698235,146,29116.0,139132.43333333332
16:27:31,1778142451.7015228,148,29725.0,139424.06666666665
16:27:33,1778142453.71613,150,29725.0,138122.06666666668
16:27:35,1778142455.7265549,152,29725.0,138122.06666666668
16:27:37,1778142457.735917,154,31363.0,138549.1
16:27:39,1778142459.7518027,156,31363.0,138816.2
16:27:41,1778142461.7557535,158,33995.0,141058.46666666667
16:27:43,1778142463.7667263,160,33995.0,139324.1
16:27:45,1778142465.7773945,162,33995.0,139324.1
16:27:47,1778142467.7802203,164,34650.0,142873.73333333334
16:27:49,1778142469.785022,166,34650.0,145662.6
16:27:51,1778142471.7978227,168,34980.0,144938.93333333335
16:27:53,1778142473.8046381,170,34980.0,147084.63333333333
16:27:55,1778142475.8175137,172,34980.0,147084.63333333333
16:27:57,1778142477.8206236,174,36124.0,145903.2
16:27:59,1778142479.8260787,176,36124.0,143892.4
16:28:01,1778142481.8346765,178,38232.0,143006.9
16:28:03,1778142483.8412035,180,38232.0,142812.26666666666
16:28:05,1778142485.8448484,182,38232.0,142812.26666666666
16:28:07,1778142487.8494802,184,37276.0,142711.3
16:28:09,1778142489.8632188,186,37276.0,143922.13333333333
16:28:11,1778142491.8675575,188,38283.0,141359.93333333335
16:28:13,1778142493.8713472,190,38283.0,143373.53333333333
16:28:15,1778142495.8750567,192,38283.0,143373.53333333333
16:28:17,1778142497.8857057,194,38809.0,145016.5
16:28:19,1778142499.9017127,196,38809.0,141917.4
16:28:21,1778142501.9053378,198,41851.0,144578.2
16:28:23,1778142503.9123936,200,41851.0,142299.6
16:28:25,1778142505.92629,202,41951.0,142299.6
16:28:27,1778142507.931619,204,42661.0,144099.3
16:28:29,1778142509.9365065,206,42661.0,145498.03333333333
16:28:31,1778142511.9527369,208,43725.0,143241.63333333333
16:28:33,1778142513.961837,210,43725.0,142525.3
16:28:35,1778142515.9736369,212,43725.0,142525.3
16:28:37,1778142517.9803991,214,42767.0,143034.23333333334
16:28:39,1778142519.9886348,216,42767.0,143383.86666666667
16:28:41,1778142521.996862,218,45266.0,140718.7
16:28:44,1778142524.0064492,220,45266.0,141244.66666666666
16:28:46,1778142526.0194967,222,4831.0,76311.63333333333
16:28:48,1778142528.0332263,224,4831.0,39572.7
16:28:56,1778142536.0673966,232,52710.0,0.0
16:28:58,1778142538.072944,234,52710.0,0.0
16:29:00,1778142540.0895429,236,54715.0,0.0
16:29:02,1778142542.093436,238,56740.0,3549.5
16:29:04,1778142544.09789,240,58529.0,8300.0
16:29:06,1778142546.1047118,243,59886.0,15773.6
16:29:08,1778142548.1089187,245,59886.0,22680.833333333332
16:29:10,1778142550.1153526,247,59886.0,30482.433333333334
16:29:12,1778142552.1200333,249,59902.0,39572.1
16:29:14,1778142554.1366541,251,59902.0,56906.899999999994
16:29:16,1778142556.1411946,253,56761.0,66460.43333333333
16:29:18,1778142558.155548,255,56761.0,70984.2
16:29:20,1778142560.1614907,257,56761.0,76057.16666666667
16:29:22,1778142562.164781,259,56367.0,80962.53333333333
16:29:24,1778142564.1761808,261,56367.0,86851.23333333334
16:29:26,1778142566.180405,263,54960.0,98324.4
16:29:28,1778142568.1897922,265,54960.0,100324.4
16:29:30,1778142570.1951315,267,54960.0,101800.16666666666
16:29:32,1778142572.1988654,269,53223.0,113046.5
16:29:34,1778142574.202073,271,53223.0,117979.13333333333
16:29:36,1778142576.2110522,273,52597.0,126876.16666666666
16:29:38,1778142578.2176561,275,52597.0,129331.93333333333
16:29:40,1778142580.221159,277,52597.0,131662.26666666666
16:29:42,1778142582.2258468,279,50358.0,139467.0
16:29:44,1778142584.2301972,281,50358.0,147269.86666666667
16:29:46,1778142586.2346032,283,47716.0,155369.3
16:29:48,1778142588.2421937,285,47716.0,160308.36666666667
16:29:50,1778142590.247068,287,47716.0,164268.03333333333
16:29:52,1778142592.2614293,289,44664.0,175052.03333333333
16:29:54,1778142594.266173,291,44664.0,181428.96666666667
16:29:56,1778142596.282152,293,45001.0,189269.73333333334
16:29:58,1778142598.2862132,295,45001.0,192664.5
16:30:00,1778142600.2945771,297,45001.0,194483.63333333333
16:30:02,1778142602.2986484,299,41478.0,200559.53333333333
16:30:04,1778142604.3134253,301,41478.0,200751.86666666667
16:30:06,1778142606.3181274,303,38540.0,203240.36666666667
16:30:08,1778142608.3225055,305,38540.0,200906.93333333335
16:30:10,1778142610.333781,307,38540.0,196658.1
16:30:12,1778142612.3400319,309,37394.0,197374.13333333333
16:30:14,1778142614.3547468,311,37394.0,189048.4
16:30:16,1778142616.359301,313,38768.0,184386.8
16:30:18,1778142618.375992,315,38768.0,183645.8
16:30:20,1778142620.3816395,317,38768.0,180380.46666666667
16:30:22,1778142622.3939571,319,39134.0,182310.16666666666
16:30:24,1778142624.3983552,321,39134.0,184101.7
16:30:26,1778142626.4022782,323,37819.0,181034.2
16:30:28,1778142628.4185703,325,37819.0,186959.8333333333
16:30:30,1778142630.4226737,327,37819.0,187181.03333333333
16:30:32,1778142632.4325535,329,34537.0,184295.96666666667
16:30:34,1778142634.4366095,331,34537.0,185110.86666666667
16:30:36,1778142636.4443314,333,32206.0,186762.03333333333
16:30:38,1778142638.4624398,335,32206.0,186946.96666666667
16:30:40,1778142640.4680488,337,32206.0,188800.83333333334
16:30:42,1778142642.4830568,339,30865.0,188787.53333333333
16:30:44,1778142644.494358,341,30865.0,186748.2
16:30:46,1778142646.504795,343,31645.0,187237.90000000002
16:30:48,1778142648.51041,345,31645.0,188440.83333333334
16:30:50,1778142650.5233111,347,31645.0,186731.43333333335
16:30:52,1778142652.5270858,349,26162.0,185785.23333333334
16:30:54,1778142654.5326357,351,26162.0,186961.3
16:30:56,1778142656.5367398,353,24649.0,188477.8
16:30:58,1778142658.5431206,355,24649.0,187220.7
16:31:00,1778142660.5488963,357,24649.0,188255.1666666667
16:31:02,1778142662.5533836,359,23544.0,187142.56666666668
16:31:04,1778142664.5568645,361,23544.0,187487.53333333333
16:31:06,1778142666.5605338,363,23619.0,189305.96666666667
16:31:08,1778142668.5640476,365,23619.0,188807.7
16:31:10,1778142670.5698686,367,23619.0,188807.7
16:31:12,1778142672.5736673,369,19388.0,187144.0
16:31:14,1778142674.5782087,371,19388.0,185785.33333333334
16:31:16,1778142676.5866108,373,17183.0,190914.56666666668
16:31:18,1778142678.5956557,375,17183.0,194956.6
16:31:20,1778142680.6091564,377,17183.0,194956.6
16:31:22,1778142682.6142702,379,15126.0,196313.06666666665
16:31:24,1778142684.6193066,381,15126.0,195195.9
16:31:26,1778142686.6269543,383,13695.0,194390.5
16:31:28,1778142688.6325455,385,13695.0,190754.06666666665
16:31:30,1778142690.6431823,387,13695.0,190754.06666666665
16:31:32,1778142692.6482642,389,12328.0,189477.3
16:31:34,1778142694.6540883,391,12328.0,188605.76666666666
16:31:36,1778142696.6615002,393,9340.0,187665.8
16:31:38,1778142698.6806586,395,9340.0,188919.36666666667
16:31:40,1778142700.686257,397,9340.0,188919.36666666667
16:31:42,1778142702.6938713,399,6695.0,189658.03333333333
16:31:44,1778142704.6980739,401,6695.0,189660.26666666666
16:31:46,1778142706.702267,403,6426.0,190580.03333333333
16:31:48,1778142708.7082567,405,6426.0,189124.53333333333
16:31:50,1778142710.714279,407,6426.0,189124.53333333333
16:31:52,1778142712.718758,409,5654.0,189816.76666666666
16:31:54,1778142714.7345073,411,5654.0,188474.03333333333
16:31:56,1778142716.7493553,413,5654.0,184297.1666666667
16:31:58,1778142718.7530615,415,4863.0,184071.30000000002
16:32:00,1778142720.7678714,417,4863.0,184071.30000000002
16:32:02,1778142722.7733607,419,4833.0,180564.1666666667
16:32:04,1778142724.7770076,421,5344.0,181163.76666666666
16:32:06,1778142726.7815578,423,5344.0,176377.9
16:32:08,1778142728.7938416,425,5065.0,175439.7
16:32:10,1778142730.7989528,427,5065.0,175439.7
16:32:12,1778142732.8144395,429,6479.0,175307.76666666666
16:32:14,1778142734.820112,431,7230.0,175765.46666666667
16:32:16,1778142736.8282368,433,7230.0,174152.73333333334
16:32:18,1778142738.8404837,435,6023.0,172064.7
16:32:20,1778142740.8532581,437,6023.0,172064.7
16:32:22,1778142742.864447,439,4839.0,170470.86666666667
16:32:24,1778142744.873014,441,4839.0,170226.53333333333
16:32:26,1778142746.888933,443,4839.0,168709.93333333335
16:32:28,1778142748.8929284,445,4953.0,167182.0
16:32:30,1778142750.9093688,447,4953.0,167182.0
16:32:32,1778142752.9206426,449,5210.0,164840.43333333332
16:32:34,1778142754.9268804,451,5210.0,166075.36666666667
16:32:36,1778142756.931877,453,5483.0,164141.2
16:32:38,1778142758.9370441,455,5483.0,162150.03333333333
16:32:40,1778142760.952536,457,5483.0,162150.03333333333
16:32:42,1778142762.9643395,459,5190.0,162864.86666666667
16:32:44,1778142764.9793062,461,5190.0,163392.63333333333
16:32:46,1778142766.9841764,463,4938.0,160754.23333333334
16:32:48,1778142768.9910429,465,5665.0,162532.6
16:32:50,1778142770.9960635,467,5665.0,158879.03333333333
16:32:53,1778142773.0089204,469,6006.0,160459.26666666666
16:32:55,1778142775.0134254,471,6006.0,159975.13333333333
16:32:57,1778142777.0255675,473,6006.0,159426.73333333334
16:32:59,1778142779.0354111,475,4837.0,160054.2
16:33:01,1778142781.049086,477,5218.0,160533.40000000002
16:33:03,1778142783.053854,479,5218.0,161087.8
16:33:05,1778142785.0652797,481,5218.0,159762.46666666667
16:33:07,1778142787.0718708,483,5016.0,158453.73333333334
16:33:09,1778142789.076222,485,5843.0,159238.56666666665
16:33:11,1778142791.0896087,487,5843.0,159855.56666666665
16:33:13,1778142793.1001062,489,5843.0,160119.36666666667
16:33:15,1778142795.1045358,491,4981.0,160709.7
16:33:17,1778142797.1082802,494,5531.0,161129.26666666666
16:33:19,1778142799.111658,496,5531.0,159376.06666666665
16:33:21,1778142801.1184387,498,4834.0,158492.36666666667
16:33:23,1778142803.1226878,500,4833.0,159189.5
16:33:25,1778142805.137973,502,5157.0,158330.36666666667
16:33:27,1778142807.1415439,504,5157.0,157410.0
16:33:29,1778142809.1508317,506,5013.0,159807.63333333333
16:33:31,1778142811.1541421,508,5013.0,162212.23333333334
16:33:33,1778142813.1695714,510,5013.0,161029.93333333335
16:33:35,1778142815.193149,512,2735.0,159934.2
16:33:37,1778142817.2103765,514,3787.0,159256.06666666665
16:33:39,1778142819.2185743,516,3787.0,158939.8
16:33:41,1778142821.2289228,518,4302.0,157269.5
16:33:43,1778142823.232175,520,4302.0,157135.2
16:33:45,1778142825.24445,522,4302.0,156979.4
16:33:47,1778142827.2499218,524,2973.0,159938.6
16:33:49,1778142829.2635908,526,3131.0,159996.46666666667
16:33:51,1778142831.2669573,528,3131.0,161022.53333333333
16:33:53,1778142833.2791958,530,3131.0,159786.06666666665
16:33:55,1778142835.2938719,532,2516.0,159524.86666666667
16:33:57,1778142837.3105116,534,2516.0,78738.4
16:34:03,1778142843.3387363,540,8256.0,0.0
16:34:05,1778142845.343335,542,9075.0,0.0
16:34:07,1778142847.3617213,544,9550.0,0.0
16:34:09,1778142849.3738997,546,6784.0,0.0
16:34:11,1778142851.3787074,548,1178.0,19610.666666666664
16:34:13,1778142853.391936,550,1149.0,19610.666666666664
16:34:15,1778142855.4075377,552,1149.0,19610.666666666664
